Date,Stars,Reviews,BankName
17-12-2017,5,"It was a good experience with PNB Finance for Home loan, the process was smooth and the loan amount was disbursed in 1 month. Customer service was good and they collected documents on time. The loan amount was for Rs 11 lacs with 25 years of tenure and nominal interest rate.",PNB Housing Finance
28-08-2017,1,"I had worst experience with PNB financing. They are not transparant. keep increasing the interest rate even other banks reduced based on RBI suggestion, they did not intimate on the increase in interest rate. It started in 8.6 and landed in 10.25 interest. also, be carefull on the insurance for the loan. without knowledge they had added 2.2 lakhs. right now, I am going for other bank.",PNB Housing Finance
02-05-2017,2,"I have applied for the home loan from PNB Housing, my loan application was approved and the experience was not up to the mark. The process was very long and it took 3.5 months to receive the loan amount. The rate of interest of 8.35% is nominal rate in the market. Customer service was not up to the mark and their response was delayed.

        ",PNB Housing Finance
16-08-2016,1,The agents guide you take your paper and keep it to them self for months and will not respond to you properly. once you start bugging you on customer care they will simply say the loan was rejected due to credit history or missing paper.,PNB Housing Finance
13-08-2017,2,"My home loan application was closed with PNB Housing Finance because they processed the application very late. Customer service of PNB was not up to the mark and there was no proper response. The rate of interest of 8.45% was nominal when compared to other banks.
",PNB Housing Finance
24-02-2017,1,"Worst housing finance, customer care, banking executives/ managers, process, charges. Thry increase roi and they will never tell you and online login not even shows you roi.",PNB Housing Finance
22-10-2016,3,PNB HOUSING FINANCE LIMITED offered the housing loan so i have taken the housing loan with this bank. The loan amount that it took more than 40 days to get the loan. The rate of interest was nominal but the executive manikandan is not upto the mark where it is uncomfortable in loan process.,PNB Housing Finance
31-05-2017,1,"So I had my worst experience with these goons fake fraud store because they don't deserve to called as company because they do fraudlent activities in Lucknow office, super rude if ask Any question plus rate of interest is too high, no proper response to customer queries.Beware of these fraudiers.

",PNB Housing Finance
07-10-2016,1,"I feel this is biggest fraud.

Do not go to them for loan and if you have loan transfer it to avoid any further loss.

Poor service no response.
",PNB Housing Finance
27-12-2016,3,PNB is very good financial bank to get the Housing loan . Based on the service and response . I am okay with the PNB LTD . PNB asked so many physical documents to submit for verification purposes . Even after submitting the docs not get the proper and fast response .,PNB Housing Finance
30-09-2016,1,3rd class. Money making mentality. While closing the home loan if the DD amount is more than outstanding loan amount everybody will give a cheque/dd for excess payment. But PNBHFL made us to get a new DD which is exactly equal to outstanding amount. They say it is impossible to close the loan account. Don't go with PNB.,PNB Housing Finance
07-03-2016,1,"Worst experience ....

Not take any loan ... Otherwise you are feel like guilty .. they are not supported after loan sention ...only making money


        ",PNB Housing Finance
11-10-2017,4,"The process is good with PNB Housing Finance. The customer service is excellent. The charges are not very clear and it has to be more transparent. They took a processing fee of 14,000 rupees for the loan amount of 60L. The tenure is 30 years. The documentation process is simple.

        ",PNB Housing Finance
28-08-2017,1,"Money looters. Any financial institutions by default give list of documents they have in their possession when avail home loan. These looter charge 590rs for giving the list of documents. Cheap way of making money...
",PNB Housing Finance
22-07-2017,1,"PNB HFL one of the worst housing finance, no proper service from pnb. I took loan from it . Interest rate very high AND following accordingly RBI rules . Ultimately u pay more than double amount.",PNB Housing Finance
09-12-2017,4,"I have taken a home loan from PNB housing finance. Initially they have started with the lowest rate and as the loan process went on, they kept increasing the rate of interest. It has not been a good. Even the processing charges are also on the higher side.
The rate re-lock-in rule was not followed.
        ",PNB Housing Finance
05-05-2016,1,"My experience is very bad , first of all.i had no choice the builder gave this bank to me as they have tie up , first the executive took my documents then he absconded and then again I had to submit the documents then the second executive was also.not good no response we had to hunt him amd the they gave me the loan on 9.45% ROI which is so high even during pandemic they are not ready to reduce ROI after we having pay cut. All the other banks have rate of interest of 7 to 8% .Even for PM yojana I had to be after them the executive is not at all intrested in of your work.

When you ask them about anything they say the bank does not come under RBI rules that's strange...Please do not take loan from this bank.
",PNB Housing Finance
13-11-2016,1,"Pathetic staff and customer care service. Will suggest if anyone planning to take laon from PNB pls dont take it will be your biggest mistake in life

        ",PNB Housing Finance
13-08-2017,5,"I had a plan to take my personal loan with PNB. The interest rate is not good here so I have canceled and taken with ICICI bank since the procedure will be so simple there . I am looking for 50,000 and the interest rate was 8.55% which is bit high . The customer service and reponses was up to the mark",PNB Housing Finance
07-10-2016,5,"I have taken a personal loan from Pun jab National Bank, the experience with them what I had was very good, they were very cooperative and very responsive. I am quite happy with their response and assistance, I received the loan amount on time, and their rate of interest is also normal.",PNB Housing Finance
08-01-2016,1,"My home loan experience was not good with PNB Housing, the process was very long and it took 3-4 months to receive the loan. The rate of interest was high when compared to all other sources. Communication was no proper coordination between the agent and the customer service.",PNB Housing Finance
18-01-2017,5,"I have a got loan on time. Everything was done in a smooth process. I'm yet to pay the first month EMI. The people who are working in PNB housing are very prompt and responsive. They have offered me very good interest rate. For the first year, they have offered me interest rate of Rs. 8.4% and from the 2nd year the interest rates will be based on floating price. I have got a separate relationship manager.",PNB Housing Finance
02-12-2017,2,My home loan application was closed with PNB Housing Finance because they processed the application very late. Customer service of PNB was not up to the mark and there was no proper response. The rate of interest of 8.45% was nominal when compared to other banks.,PNB Housing Finance
29-02-2016,5,"I have applied for the home loan from PNB Housing Finance, my loan application was closed because the builder suggested to get the pre approved loan from the bank. The customer service was good, i liked their way of response and they followed up on time. The rate of interest was high when compared to other sources.",PNB Housing Finance
19-10-2017,3,"I earlier had my home loan with PNB housing finance limited. It was not a up to the mark experience. When there was a time the interest rates was reducing they never did it for the existing customer. But they increased it when the rates went high. I am not happy about the same.

        ",PNB Housing Finance
15-01-2016,5,"I have got a on time. I have to wait for sometime on registration. The representative was very helpful. I never called with their customer care. I have applied a loan amount of Rs. 35 lakhs. They charging 2.5 % as processing fee and interest rate of 8.5%. Overall, I'm satisfied with the PNB housing.",PNB Housing Finance
07-03-2016,1,"It took close to 4 months to get my loan... When I applied I was promised some interest rate, since it took 4 months to approve, they have increased my rate.... Moreover it's a continuous headache to keep following up with them... So would NOT suggest anyone to go with them",PNB Housing Finance
04-01-2017,5,The Best thing about PNB housing is familiar staff and prompt response from them. I have applied a loan amount of 1 Cr. They have offered me a interest rate of 8.35 %. The response from the people who working in PNB. I used to make the loan through Auto debit.,PNB Housing Finance
16-08-2016,2,I have taken a home loan with PNB Housing Finance and my loan experience was not up to the mark. The loan amount was for Rs 56 lakhs with high interest rate when compared to all other sources. The process was quick and i received my loan amount within 10 days. There are too many charges in this loan not satisfied with the customer service offered by PNB Housing Finance.,PNB Housing Finance
27-05-2016,5,They have reduced the interest rate upto 8.5%. The overall documentation went very smooth. I have got the loan on time. I have applied around 45 lakhs as my loan amount. I'm paying around Rs. 68000 for my loan. I have chosen 10 years as tenure period. I never called their customer care people.,PNB Housing Finance
12-09-2017,5,The Best thing about PNB housing is familiar staff and prompt response from them. I have applied a loan amount of 1 Cr. They have offered me a interest rate of 8.35 %. The response from the people who working in PNB. I used to make the loan through Auto debit.,PNB Housing Finance
17-05-2017,4,"I was having personal loan hence PNB told to close my existing loan to take the housing loan. Initially I took the loan with the interest of 8.5% suddenly they reversed to 9.5% without any intimation from pnb housing. The Post process need improvement and the bank response is not good. The staffs made me wait for long time they don't care about the customer.
Thank you Peter for always getting back to me right away with any questions and making sure this was a smooth process and my Loan closed on time! We appreciate this so much. 
        ",PNB Housing Finance
02-02-2017,4,"I have home loan with PNB Housing Finance and found the interest rate is very low and known in the market for a very long time. The customer service is very good. There was a processing which is average. The loan duration is 26 years. They went extra mile and done their best during the process, overall am satisfied.

        ",PNB Housing Finance
27-09-2017,5,I have got my loan on time. The documents has been discussed with the representative of bank collected the documents and checked my credit score as well. It disbursed in some times. After providing all the documents it took 7 to 10 years to get the loan. They are offering a interest rate of 8.4%. I'm happy with the loan and the services offered to me.,PNB Housing Finance
15-01-2016,5,From PNB HOUSING FINANCE LIMITED i use my housing loan. I use since 2.5 years. Fixed rate of interest that i am getting in my loan where the interest is 9.95% and it is high. I got the loan very quickly. i ma satisfied with the loan where i have taken for my loan.,PNB Housing Finance
24-05-2017,4,"My involvement with PNB for my home loan is lovely, the main thing is they should be fast as they had set aside around a month's opportunity to dispense the credit sum. Adding to that, they should be greater lucidity in their communication.
",PNB Housing Finance
03-07-2016,5,"My home loan application was closed with PNB Housing, the reason behind closing the application is because i have postponed the plan to get the home loan. Customer service was good and they followed up on time. The rate of interest was nominal when compared to other sources.",PNB Housing Finance
11-10-2017,5,"I have applied for the home loan from PNB Housing, the application is closed because the rate of interest of 8.4% was high when compared to all other sources in the market. When it comes to the customer service, it was good and they followed up on time",PNB Housing Finance
04-03-2017,5,"My home loan application was closed with PNB, the reason behind closing the application is because there was no requirement of loan as of now. When it comes to customer service, they followed up on time and the response was good. The rate of interest was nominal when compared to others.",PNB Housing Finance
26-10-2017,2,"I have taken a home loan with PNB Housing Finance and my loan experience was not up to the mark. The loan amount was for Rs 56 lakhs with high interest rate when compared to all other sources. The process was quick and i received my loan amount within 10 days. There are too many charges in this loan not satisfied with the customer service offered by PNB Housing Finance.
        ",PNB Housing Finance
23-01-2016,5,"I have applied for the home loan from PNB housing finance, my loan application was closed because the property is not ready and i have postponed the plan to get the home loan. Customer service was good and they responded on time. The rate of interest was nominal when compared to others.",PNB Housing Finance
28-04-2016,1,"Very poor responsiveness, make you run around like a govt office, charge exorbitantly for everything, don't care what the customer goes through, very poor services. They haven't been able to locate my EMI from may last year and have been asking me to pay again despite me producing my bank statement and everything, have been charging me interest on same",PNB Housing Finance
07-03-2016,5,"I have my home loan application approved with PNB Housing and the loan experience was good, the process took 10 days to complete and the documents were collected on time. Customer service was very good and they responded on time. The rate of interest was nominal when compared to all other sources.",PNB Housing Finance
05-04-2016,4,They have given the good offers with the PNB HOUSING FINANCE LIMITED so i have taken this housing loan. The documentation process was simple and easy to get the loan added on that i got the loan within couple of month. The loan amount was good and satisfactory.,PNB Housing Finance
10-04-2017,5,"My home loan experience was very good with PNB Housing Finance, i have taken loan for Rs 48 lakhs for 18 years with nominal interest rate when compared to other banks. Customer service was good and they followed up on time. The process was quick and i received my loan amount within 1 week.",PNB Housing Finance
31-08-2016,3,"I have been recently applied for housing loan with PNB housing finance,i pro-active approach my site to get loan amount soon,the loan amount was sufficient,like based on my requirement they have given me loan,and i felt the rate on interest which they have charged me was bit high,and there was delay in getting loan ,but that fine,due to some legal huddle i need loan so i did not bothered about rate of interest.",PNB Housing Finance
04-03-2017,5,"My home loan application was approved with PNB Housing and the loan experience was good, the process was smooth and i received my loan amount within 1week. The loan amount was for Rs 18 lakhs for 20 years with nominal interest rate when compared to other sources. Customer service was good and they followed up on time.",PNB Housing Finance
30-09-2016,5,"I have applied for the home loan from PNB Housing Finance, my loan application was closed because the property was out of the geographical area. The rate of interest of 8.35% was nominal rate in the market. Customer service was good, they followed up on time and their response was also good.",PNB Housing Finance
22-07-2017,5,"I have closed my home loan application with PNB Housing Finance because i do not require the home loan as of now. When it comes to customer service, it was good and they followed up on time. The rate of interest was nominal when compared to all other sources.",PNB Housing Finance
18-07-2016,5,"My home loan application was closed with PNB Housing Finance, the reason behind closing the application is, i have postponed the plan to get the home loan. Customer service of PNB was good and they followed up on time. The rate of interest was nominal when compared to other sources.",PNB Housing Finance
02-05-2017,5,PNB housing finance is good for the home loan experience. It was a on time paper work and also as per my time slot. The rate of interest is of 8.35%. There is a processing fee of 6K including GST. The customer services and response is good and supportive.,PNB Housing Finance
27-05-2016,3,"The services are good with PNB Housing Finance. The interest rate is very high when compared to other banks. They have charged me around 9.10% where Bank of Baroda offering 8.67%. There was a processing fee which was around 12K for 18L, they need to decrease the charges.
",PNB Housing Finance
26-10-2017,5,My home loan is with PNB housing finance and I am happy with the services. They are responsive and in all there are no issues to get my loan through. The rate of interest is of 8.35% and the processing charges is low too. The documents were collected on time.,PNB Housing Finance
04-10-2017,5,It was a smooth process with PNB housing finance for the home loan. I did not face any major trouble or inconvenience. The rate of interest is of 8.35% and it is the lowest rate in the market as of now. The processing charges is also normal. Overall it is good.,PNB Housing Finance
04-01-2017,5,"The overall experience is good with PNB housing finance for the home loan and there was a slight delay in the process, but that is okay for me. The rate of interest is around 8.25% and it is fixed. There was a processing fee as well. The disbursement has happened on time and as needed.",PNB Housing Finance
30-06-2017,1,"I have paid my loan account HOU/KOL/0817/418551. My loan account is closed .Even then PNBHFL is not returning my property document after so many follow ups. Dont know what to do.
",PNB Housing Finance
02-05-2017,5,I have taken a housing loan with PNB housing Finance and my loan experience was very good. The loan amount was for Rs 16 lakhs with the rate of interest of 11% which is nominal rate. The process was smooth and i received my loan amount on time. Customer service was good and they followed on time. The tenure of this loan is 10 years.,PNB Housing Finance
06-11-2016,5,"My home loan is with PNB housing finance. The experience is good I got the loan on time. The whole process was completed in less than a month. The documentation was taken on proper time. I am still waiting for the register copy document. The rate of interest is of 8.35% and I am not clear about the processing fees, as there were few cheques being debited in my account.",PNB Housing Finance
14-02-2016,5,"I had taken my home loan from PNB housing finance limited. It was a bit of a lengthy process for the documentation and the rate of interest was of 8.80% it was not reduced as promised as per RBI, I need to go and request for it. Else it was a good experience.",PNB Housing Finance
26-06-2016,1,"I took home loan from pnbhfl and without any information they increased ROI. They don't follow RBI guidelines and even for small things you need to visit branch. Their customer support is very pathetic. My sincere request never take home loan from pnbhfl they are money suckers.
",PNB Housing Finance
27-12-2016,5,"The documentation process was quite good with PNB HOUSING FINANCE LIMITED, they haven't made delay in the documentation and the disbursement. They took around 15 days time to disburse my home loan amount . The rate of interest and charges are average with the PNB HOUSING FINANCE LIMITED .",PNB Housing Finance
31-05-2017,5,I have taken a home loan with PNB Housing Finance and my loan experience was very good. The loan amount was for Rs 4 lakhs with the rate of interest of 9% which is nominal when compared to other banks. The process was smooth and the tenure of this loan is 4 years. Customer service was good and they responded on time.,PNB Housing Finance
23-01-2016,3,I had taken my Home loan from PNB HOUSING FINANCE a long time back and the experience has not been that great. The services where not user friendly and the response from their end had not been good as well. The interest rate and the charges where nominal but overall the process has taken more time than expected.,PNB Housing Finance
28-04-2016,5,I got the home loan with the Punjab National bank housing finance limited and the rate of interest is according to the market trends while compare with other competitors. The speed of the process was an awesome one with them till now.,PNB Housing Finance
02-02-2017,5,Punjab National Bank housing finance limited response was an excellent one for my home loan. The advantage is their lesser rate of interest and the response was good and the executive have helped me in all different way.,PNB Housing Finance
01-01-2018,5,Rate of interest was around 8.35% for the Home loan with the Punjab National Bank Housing Finance Limited and it took around a month of time to get the disbursement from them. Everything is good and the processing charges are good too.,PNB Housing Finance
27-12-2016,4,PNB need to take care for legalizing all the project . Because I paid some extra fees for legal charge . They taken one month for sanctioning my Home loan .Delay involved from my side and bank. I dont find any issue with the interest rate as 9.1 % . I got a good service from PNB .,PNB Housing Finance
15-01-2016,5,"I have taken a housing loan with PNB housing finance and it was a good loan experience. The process was smooth and i received my loan amount within the stipulated time. The loan amount was for Rs 30 lakhs with the rate of interest of 8.35% which is nominal when compared to other banks. Customer service was good, they collected documents on time and their response was good. The processing fees was nominal and the tenure of this loan is 15 years.",PNB Housing Finance
21-02-2016,5,"I actually was looking for a transfer of my home loan . I cancelled the application from my side , actually I postponed my plan from my end . Customer service was good from the bank . All the required Information was given to me on time from their side . Over all it was a good with PNB housing finance .",PNB Housing Finance
30-01-2016,5,It was good experience with PNB Housing finance i would say as i applied for a Home loan in there . Actually i postponed the plan of buying a house now so i cancelled it . The Customer service was good from the PNB side . All the Information was given to me in a proper way .,PNB Housing Finance
11-06-2016,5,It was a good experience with PNB Housing finance as i apploed for a Home loan . the bank people said that they can't provide the loan Due to rules they said i was not properly informed on that point . The customer service was good from the bank side . they informed me everything in a detailed way .,PNB Housing Finance
17-04-2017,4,"I took 18L as a home loan in PNB Housing Finance and it was a good experience. I have done a comparison and found the rate of interest is lower than other banks. I got the rate of 8.35% per annum and 5K as a processing fine. The loan duration is 30 years.
        ",PNB Housing Finance
04-03-2017,5,"Actually i was looking for a loan transfer .The Customer service was good from the PNB HOUSING FINANCE . All the Information was given to me in a proper way .The rate of interest was also told . I canceled the application from my side . I got a better offer on the rate of interest in the same bank i was holding the loan with ,so i went on with that option . i can say it was a good experience with the PNB housing finance .",PNB Housing Finance
06-11-2016,5,"As i applied for a home loan in PNB Housing finance it was a good experience with them . The Customer service was good from the bank side . The bank contacted me on time and was in touch till when i was replied back , and delivered all the Information which was required for the loan process . It was a good service i believe .",PNB Housing Finance
24-12-2017,5,It was a good experience with PNB Bank side i had for the home loan process . I actually changed my plan and i kept it hold so did not opt for the loan . It was a good Customer service from the HDFC Bank side . All the required Information was given from the bank executive side . It was a happy experience over all .,PNB Housing Finance
23-01-2016,3,"I had taken a Property loan from PNBHFL since they where the only providing the loan against property, where the interest rate was also competitive, The process took a bit of a time but the person who came to collect the documents was professional and was helpful. The processing charges where nominal but their customer support was not that great.
        ",PNB Housing Finance
01-01-2016,5,"It was a good customer service the PNB Housing finance provided for the home loan process . On the property i wanted to take the loan on , the bank was only providing 80% approval and they were not able to provide a top up loan on that loan , the rate of interest was good provided to me . I did not get a full approval so i did not opt for the loan . It was good experience with PNB Housing .",PNB Housing Finance
02-12-2017,5,"I have taken home loan from PNB Housing Finance, it was overall a good loan experience. The tenure of this loan is 24 years which is quite satisfactory. The loan amount was for 11.35 lakhs with the rate of interest of 8.5% which is nominal when compared to other sources. The process was very smooth and my loan was approved within 1 week. Customer service was good, they provided door step service for the collection of documents.",PNB Housing Finance
22-10-2016,5,It was a good experience with PNB home loan. Actually everything was fixed but due to the some patta problem the bank was not able to give the loan . The Customer service was good from the bank side and actually it was helpful . All the information was given to me and regarding the loan process .,PNB Housing Finance
29-02-2016,5,"My home loan experience with PNB Housing Finance was good, the loan amount was sufficient and the rate of interest was nominal when compared to other sources. The process was very smooth and easy. Customer service was good and they responded on time. I am overall satisfied with the services provided.",PNB Housing Finance
25-07-2016,5,It was a good experience with PNB housing finance. They have disbursed the loan on time. The customer service and response was good. The rate of interest was nominal. Their executive came to my place and collected the documents. They don't charge pre closure fee for after 6 months. Overall it was excellent service.,PNB Housing Finance
16-08-2016,3,"The process in getting this card was quite good where the executives where very much helpful and where friendly. The process has taken a little more time than usual, the loan amount has been okay but it was not up to the mark as i expected. They had offered me that there will not be any processing fee but they had taken the processing fees.",PNB Housing Finance
26-10-2017,5,"I had taken my home loan with PNB hosing finance. They offered interest rate as 8.4% but the market price is 8.3%. The documentation process is easy, I had went to the branch and submitted the documents. There are no charges for pre closure. The payment option is convenient.",PNB Housing Finance
31-05-2017,5,I was just checking the rate of interest with PNB HOUSING FINANCE LIMITED. I am planning to take the loan by next march 2018 and when the executive contacted me i replied them the same. They told they will definitely help at that time. Its a good institution.,PNB Housing Finance
10-11-2017,4,"I have taken my loan with PUNJAB HOUSING FINANCE , the process was very good while taking the loan even i got my loan on time . The rate of interest is little high with this bank . Only they need to improve their customer service they was not very clear about the documents part .
",PNB Housing Finance
26-01-2017,5,The loan experience was almost great with PNB Housing Finance Ltd. They have offered me 48L as a home loan. The response was proper. They provided a doorstep service for documentation. ROI was 8.7% and I am happy with the interest rate. There is no pre closure charges. They have sanctioned the loan on time.,PNB Housing Finance
22-07-2017,5,"Due to my personal reasons i could not able to process the loan from PNB HOUSING FINANCE LIMITED. When i got a call from PNB i informed about my current status.I am happy with the institution, so that i can consider PNB in future for my home loan.",PNB Housing Finance
02-02-2017,5,I have requested for a home loan with PNB HOUSING FINANCE LIMITED. But later i changed my plan of taking the home loan.In future if i am planning to take the home loan then i will definitely consider PNB HOUSING FINANCE LIMITED . They gave good response.,PNB Housing Finance
30-01-2016,4,Based on the interest rate and the processing charges I went with PNB for my home loan. And PNB didn’t let me down they offered me an interest rate of 9.50% P.A and the processing fees was also low. My loan was approved in 7 working days.,PNB Housing Finance
14-10-2016,5,I have approached PNB for my home loan. I am satisfied with the customer service and responses which was on time . They did proper follow ups also but I have postponed the plan so cancelled the application .I have no idaea bout the rate of interest here.My overall experience was excellent service and It recommendable also .,PNB Housing Finance
19-03-2017,5,I have applied for my home loan with PNB . The rate of interest was 12.5% which was average than other banks in the market. There is no requirement for the loan now so I have cancelled the application. The customer service and responses was up to the mark.,PNB Housing Finance
17-12-2017,5,"I have applied for my home loan with PNB . The rate of interest was 12.5% which was average in the market. There is no require,met for the loan now so I have cancelled the application. The customer service and responses was up to the mark.",PNB Housing Finance
02-12-2017,5,"It was a very easy and quick process with PNB for my home loan service, the documentation part was very easy interest rate what they quoted to me was fine when compared to others in the market and the payments were done through online ecs. In all it was totally an excellent experience with PNB for my home loan service.",PNB Housing Finance
09-08-2016,4,"PNB housing taken short span of time to disbursed the loan amount as per my requirements, they have fulfilled my needs. The interest rate is around 9.99% its nominal compared to other banks, they gave me the flexible emi options and it is very much satisfactory.",PNB Housing Finance
10-02-2017,5,It was a very good experience with PNB housing finance. I have taken my home loan. The customer services are good and they collected my documentation on time and at one go. The rate of interest was of 8.5% and the processing charges was also normal.,PNB Housing Finance
24-04-2017,4,"I got great response from PNB housing, but I am not fine with interest rate, earlier they told something and again after the disbursement they collected Rs. 2500. It would be if they informed it earlier. Remaining all good I don't have any issues.",PNB Housing Finance
04-06-2016,5,PNB housing finance was overall good for the home loan. But the customer services and response was not that up to the mark. I only had to contact them to check on the status and I had to do all the follow ups. The rate of interest was of 10.5% fixed and the processing charges are high.,PNB Housing Finance
19-09-2017,5,My home loan is with PNB. The rate of interest was 8.25% which was satisfactory and I have taken 27 lakhs loan amount. The customer service and responses was up to the mark. I am happy with the loan process and they have provided door step service for collecting documents. The processing fee was 8000 and Its nominal. My experience was very good here and Its recommendable.,PNB Housing Finance
17-12-2017,5,Due to my personal reasons i had to cancel the home loan with PNB HOUSING FINANCE.The follow ups with the bank was good.The executive gave me regular feedback and even understand all my situation. They assured me that if in future if i am planning to take loan then they told they will definitely help.,PNB Housing Finance
17-04-2017,5,It was good customer service from the PNB Housing finance as i applied for the home loan process . The rate of interest was 8.75% nominal as compared from the other banks and also the processing fee . Everything was good from the PNB side . I asked for a tenure of 20 years and the bank said we can not provide that so i did not opt for the loan . Rest everything was good only from their end .,PNB Housing Finance
20-12-2016,4,I applied for my home loan through Finance Buddha website with PNB. Within an hour I got the confirmation call from the Finance Buddha executives and the documentation process started from next day. My loan was approved within 9 working days. I will use PNB for my financial help in future also.,PNB Housing Finance
24-02-2017,5,I did not go ahead with PNB housing finance for the home loan as the house I wanted to purchase was already sold to another customer. The customer services are very proactive and they had the lowest deal on the interest rate and processing charges.,PNB Housing Finance
02-11-2017,5,Since I went ahead with another bank I did not take the home loan with PNB housing finance. But they were excellent in the customer services and they are responsive too. They had the lowest rate of interest of around 8% and the processing charges are normal.,PNB Housing Finance
07-03-2016,5,The customer and response is good from PNB Housing Finance. I have taken home loan as 28L with the duration of 20 years. I have purchased a residential property. The loan disbursement was on time. For documentation they provided a doorstep. Rate of interest is compaatively good and not the best. I pay 25K/month through my salary account. Overall service is good,PNB Housing Finance
01-01-2016,4,"My experience was excellent with PNB housing loan, I have this bank because of the good tenure period, I have taken 25 lakhs for the tenure of 17 years. They are providing attractive interest rate with the better process and also they are providing friendly service.
this man is amazing!!!   i said it all in the orginal review.  i would deal with him again and again

thank you Bryan
        ",PNB Housing Finance
07-07-2017,5,I have taken a Home loan with PNB housing finance limited and my experience with them has been good throughout the process of my loan. I received a good service and response from them during that time and had no major issues. I am also comfortable with their rate of interest and charges.,PNB Housing Finance
25-11-2017,5,I have applied for the home loan from PNB housing finance. I am happy that my loan application was approved and the requested amount was disbursed. The customer service was good and i liked their way of approach. They provided door step service for the collection of documents. The rate of interest is nominal when compared to other sources.,PNB Housing Finance
03-07-2016,5,"Got the Home loan with PNB HOSING FINANCE LTD within 2weeks of time, best is that they are very quick in response, the customer support was prompt with PNB HOSING FINANCE LTD. The rate of interest is nominal with PNB HOSING FINANCE LTD. I am satisfied with the loan amount too.",PNB Housing Finance
24-12-2017,4,"The documentation process with PNB went very smooth and hassle free. The staff of the bank helped me a lot with the documents and provided me correct information about all the charges. My home loan was approved within 10 days. The interest rate was 10.50% P.A which was affordable to me. So it was an overall good experience with PNB.
",PNB Housing Finance
02-08-2016,5,It was a good experience at PNB housing finance for the home loan. Mr. Uday sharma has worked well and he kept following up on the application. The interest rate was reasonable when compared to the other banks. The processing charges was around 6K.,PNB Housing Finance
24-08-2016,5,I have taken a home loan with PNB Housing Finance Limited and the entire process for the loan has been a smooth experience. The procedures was well organised and was completed on time. It was comfortable for me as the documents were collected by an executive and it saved me time and effort. The rate of interest was also nominal.,PNB Housing Finance
28-04-2016,5,Good customer service was done good from the PNB side it was I can say a good experience . The rate of interest provided from the bank side was good and even the processing fee . I work in oriental bank so I took a loan from that bank it was easy for me to opt that loan .,PNB Housing Finance
15-06-2017,5,The housing loan was good with PNB HOUSING FINANCE LIMITED was good. The customer support support gave good response . The rate of interest is nominal with PNB HOUSING FINANCE LIMITED when compared with others. I would say it was an excellent service which was given by PNB.,PNB Housing Finance
04-01-2017,4,"The process in getting this loan has been smooth and easy and the loan amount which they had provided had been satisfactory as well. The interest rate with them has been nominal when compared with the market rate. There has not been any sort of additional charges which have been made by them.
",PNB Housing Finance
09-08-2016,5,"PNB Housing loan is the best, PNB offered the least interest rate as compared to SBI, processing was very easy they had taken around 2 weeks for the disbursement . Its a joint loan. I had received the copy of tittle deeds and legal documents to my email id on time.",PNB Housing Finance
02-08-2016,5,"The property which I was identified it was not finalized because of some reason. That is the reason I haven't avail any loan from PNB housing but once I have finalized the property, surely I have idea to go with PNB housing its very comfortable.",PNB Housing Finance
28-04-2016,5,The home loan service was good with PNB HOUSING FINANCE LIMITED . I got the loan amount within 15 to 20days of time. The customer service was prompt from PNB HOUSING FINANCE LIMITED . The rate of interest is same when compared with other banks.,PNB Housing Finance
13-12-2016,5,I have taken my home loan with PNB. The rate of interest was 8.5% which was average . The customers service and response was up to the mark. They have provided door step service for documentation service and sanctioned the loan with the committed time. My overall experience was excellent.,PNB Housing Finance
16-08-2016,2,"The reason why my home application is closed with PNB Housing Finance is because the rate of interest and the charges are very high when compared to all other sources in the market. When it comes to customer service, it was not up to the mark and their response was delayed.",PNB Housing Finance
10-07-2016,5,"I have not shortlisted the property yet, once it got finalized from my end, I will reach the PNB housing to take a home loan. But they gave me best offer on home loan even I checked with them, the bank ready to give good principal amount according to my requirement but I kept on hold.",PNB Housing Finance
17-12-2017,5,I planned to take a home loan from PNB HOUSING FINANCE LIMITED.Later i inquired with many other banks too and i found IDBS provide better rate of interest than PNB. So i thought not to take loan from PNB.But the service and response at the time of application was good.,PNB Housing Finance
26-06-2016,5,"PNB housing ready to sanction requested amount,t they gave very good support and interest rate is also good. I got good follow up with PNB housing. But I was dropped the plan due to my personal commitment apart from that I don't have any issues with the bank.",PNB Housing Finance
17-12-2017,5,"Right now, I don't have any idea to take home loan, I changed my mind only because of the personal reason. I will be applying the home loan after two month. PNB housing is one the good institute where we get good response, and their interest rate is nominal as per the market.",PNB Housing Finance
09-12-2017,1,"This PNBHL is very very bad housing loan company. High rate of interest and really POOOR service.

",PNB Housing Finance
11-06-2016,5,"I was postponed my plan to finalize a property right now because of the personal reason, Hence I don't have interest to take home loan from PNB housing. However I am quite satisfied with their response was nice, they have called couple of time to confirm my requirement. Finally I informed my decision.",PNB Housing Finance
27-12-2016,2,"My experience with the Punjab National Bank Housing Finance Limited was not up to the mark for the home loan, which I have applied. It took around two weeks of time to handover the cheque . I would like to suggest that they need to improve their servces.",PNB Housing Finance
29-10-2016,5,"The approach from Punjab National Bank was good. There were no issues with the bank side. Since I have not choosen my property yet, requested them to keep my application on hold. Overall I had a good service with Punjab National bank. They do charge a nominal rate of interest.",PNB Housing Finance
24-02-2017,5,"PNB housing interest rate is very good, they not collecting any mortgage fee, I already had one more home loan with PNB housing. Their interest rate was also very standard as per the market. Hence I am completely okay with them, I don't have any issues.",PNB Housing Finance
